season,season_type,week,matchup_key,away_tla,home_tla,stage,analysis_available,best_edge_market,best_edge_side,best_edge_score,best_edge_status,best_edge_label,engine_recommendation,spread_side,spread_score,spread_threshold,spread_status,spread_cleared_threshold,spread_blocked,spread_blockers,spread_signal_sources,spread_conflict_sources,total_side,total_score,total_threshold,total_status,total_cleared_threshold,total_blocked,total_blockers,total_signal_sources,total_conflict_sources,moneyline_status,moneyline_side,moneyline_line,moneyline_away_odds,moneyline_home_odds,moneyline_away_fair_prob,moneyline_home_fair_prob,moneyline_away_model_prob,moneyline_home_model_prob,moneyline_away_edge,moneyline_home_edge,moneyline_away_ev,moneyline_home_ev,moneyline_selected_ev,moneyline_selected_edge,moneyline_market_hold,division_game,conference_game,away_division,home_division,pythagorean_side,market_expectation_side,value_gap_side,overperformance_side,pythagorean_pick_alignment,market_expectation_pick_alignment,value_gap_pick_alignment,overperformance_pick_alignment,pythagorean_wins_delta,vegas_win_total_delta,pythagorean_vs_vegas_delta,actual_vs_pythagorean_delta,expectation_games_tracked_min,expectation_sample_warning,source_health_status,data_quality_status,away_score,home_score,straight_up_winner_side,final_margin_away_minus_home,final_total,bet_result,bet_margin_to_line,bet_line,result_source,warps_joined,warps_spread_side,warps_spread_team,warps_spread_edge_points,warps_spread_edge_bucket,warps_spread_pick_alignment,warps_fair_home_spread,warps_fair_away_spread,warps_home_win_prob,warps_away_win_prob,warps_ml_side,warps_ml_team,warps_ml_edge_prob,warps_ml_ev
2025,REG,11,CHI@MIN,CHI,MIN,final,true,spread,AWAY,4.0,play,🎯 TARGETED PLAY,🎯 TARGETED PLAY: Chicago Bears +3,AWAY,4.0,4.0,playable,true,false,,sharp;team_rating;injury,,OVER,3.0,4.0,lean,false,false,,sharp,,research_thin_sample,AWAY,+130 | -150,130,-150,0.4202,0.5798,0.6381,0.3619,0.2179,-0.2179,0.4676,-0.3968,0.4676,0.2179,0.0348,true,true,NFC North,NFC North,AWAY,NEUTRAL,AWAY,AWAY,aligned,neutral,aligned,aligned,2.22,0.0,2.22,0.86,1,true,OK,OK,19.0,17.0,AWAY,2.0,36.0,win,5.0,3.0,nflverse,true,HOME,MIN,2.06,abs2_to_3,conflict,-5.06,5.06,0.6466,0.3534,HOME,MIN,0.0745,0.0835
2025,REG,11,TB@BUF,TB,BUF,final,true,,,,pass,⚠️ PASS,⚠️ PASS: Edge score did not isolate a playable market,HOME,1.0,4.0,lean,false,false,,sharp,,UNDER,1.0,4.0,lean,false,false,,sharp,,research_thin_sample,AWAY,+235 | -245,235,-245,0.2959,0.7041,0.3773,0.6227,0.0814,-0.0814,0.2641,-0.1232,0.2641,0.0814,0.0087,false,false,NFC South,AFC East,HOME,HOME,HOME,HOME,no_pick,no_pick,no_pick,no_pick,-2.83,-2.0,-0.83,-0.83,1,true,OK,OK,,,,,,,,,,true,AWAY,TB,2.636,abs2_to_3,non_spread_pick,-3.36,3.36,0.5987,0.4013,AWAY,TB,0.1108,0.3242
2025,REG,11,DAL@LV,DAL,LV,final,true,,,,pass,⚠️ PASS,⚠️ PASS: Edge score did not isolate a playable market,HOME,1.0,4.0,lean,false,false,,sharp,,OVER,3.0,4.0,lean,false,false,,sharp,,research_thin_sample,HOME,-175 | +154,-175,154,0.6178,0.3822,0.5748,0.4252,-0.043,0.043,-0.0967,0.08,0.08,0.043,0.0301,false,false,NFC East,AFC West,AWAY,AWAY,AWAY,NEUTRAL,no_pick,no_pick,no_pick,no_pick,2.76,1.0,1.76,-0.16,1,true,OK,OK,,,,,,,,,,true,HOME,LV,6.092,abs>=3,non_spread_pick,-2.59,2.59,0.5764,0.4236,HOME,LV,0.2133,0.5218
2025,REG,11,BAL@CLE,BAL,CLE,final,true,,,,pass,⚠️ PASS,"⚠️ PASS: Mixed signals, no clear edge identified",,,,blocked,false,true,candidate unavailable,,,,,,blocked,false,true,candidate unavailable,,,research_thin_sample,HOME,-375 | +360,-375,360,0.7841,0.2159,0.548,0.452,-0.2361,0.2361,-0.3059,1.0792,1.0792,0.2361,0.0069,true,true,AFC North,AFC North,,AWAY,,,no_pick,no_pick,no_pick,no_pick,,6.0,,,0,true,OK,OK,,,,,,,,,,true,HOME,CLE,2.28,abs2_to_3,non_spread_pick,5.22,-5.22,0.349,0.651,HOME,CLE,0.1309,0.5355
2025,REG,12,IND@KC,IND,KC,final,true,spread,AWAY,4.0,play,🎯 TARGETED PLAY,🎯 TARGETED PLAY: Indianapolis Colts +3.5,AWAY,4.0,3.0,playable,true,false,,sharp;team_rating,,UNDER,2.0,4.0,lean,false,false,,sharp,,research_thin_sample,AWAY,+156 | -175,156,-175,0.3804,0.6196,0.487,0.513,0.1066,-0.1066,0.2467,-0.1939,0.2467,0.1066,0.027,false,true,AFC South,AFC West,NEUTRAL,HOME,AWAY,NEUTRAL,neutral,conflict,aligned,neutral,0.05,-4.0,4.05,-0.22,2,true,OK,OK,20.0,23.0,HOME,-3.0,43.0,win,0.5,3.5,nflverse,true,HOME,KC,0.776,abs<1,conflict,-4.28,4.28,0.6247,0.3753,AWAY,IND,0.0328,0.0507
2025,REG,12,SEA@TEN,SEA,TEN,final,true,spread,AWAY,3.0,play,📊 LEAN,👀 LEAN: Seattle Seahawks -13.5 (proceed with caution),AWAY,3.0,3.0,playable,true,false,,sharp;team_rating,,OVER,0.0,4.0,lean,false,false,,sharp,ref_weather_context,research_thin_sample,HOME,-850 | +700,-850,700,0.8774,0.1226,0.6927,0.3073,-0.1847,0.1847,-0.2258,1.4584,1.4584,0.1847,0.0197,false,false,NFC West,AFC South,AWAY,AWAY,AWAY,AWAY,aligned,aligned,aligned,aligned,6.84,2.0,4.84,0.82,1,true,OK,OK,30.0,24.0,AWAY,6.0,54.0,loss,-7.5,-13.5,nflverse,true,HOME,TEN,11.829,abs>=3,conflict,0.67,-0.67,0.4801,0.5199,HOME,TEN,0.3478,2.4807
2025,REG,12,JAX@ARI,JAX,ARI,final,true,,,,pass,⚠️ PASS,⚠️ PASS: Edge score did not isolate a playable market,HOME,0.0,4.0,blocked,false,true,team-rating conflict,sharp;injury,team_rating,OVER,0.0,4.0,lean,false,false,,,,research_thin_sample,HOME,-152 | +140,-152,140,0.5914,0.4086,0.517,0.483,-0.0744,0.0744,-0.1429,0.1592,0.1592,0.0744,0.0198,false,false,AFC South,NFC West,,HOME,,,no_pick,no_pick,no_pick,no_pick,,-1.0,,,0,true,OK,OK,,,,,,,,,,true,HOME,ARI,7.68,abs>=3,non_spread_pick,-5.18,5.18,0.6499,0.3501,HOME,ARI,0.2013,0.3909
2025,REG,12,BUF@HOU,BUF,HOU,final,true,,,,pass,⚠️ PASS,⚠️ PASS: Edge score did not isolate a playable market,AWAY,0.0,4.0,blocked,false,true,team-rating conflict,sharp,team_rating;injury,UNDER,1.0,4.0,lean,false,false,,sharp,,research_thin_sample,HOME,-265 | +235,-265,235,0.7086,0.2914,0.4058,0.5942,-0.3028,0.3028,-0.4411,0.9906,0.9906,0.3028,0.0245,false,true,AFC East,AFC South,HOME,AWAY,HOME,NEUTRAL,no_pick,no_pick,no_pick,no_pick,-2.79,2.0,-4.79,-0.1,1,true,OK,OK,,,,,,,,,,true,HOME,HOU,3.768,abs>=3,non_spread_pick,1.73,-1.73,0.4488,0.5512,HOME,HOU,0.1396,0.3912
2025,REG,12,NE@CIN,NE,CIN,final,true,,,,pass,⚠️ PASS,⚠️ PASS: Edge score did not isolate a playable market,AWAY,0.0,4.0,blocked,false,true,sharp spread edge required,team_rating,injury,OVER,3.0,4.0,lean,false,false,,sharp,,research_thin_sample,HOME,-360 | +300,-360,300,0.7579,0.2421,0.2495,0.7505,-0.5084,0.5084,-0.6813,2.0022,2.0022,0.5084,0.0326,false,true,AFC East,AFC North,HOME,HOME,HOME,HOME,no_pick,no_pick,no_pick,no_pick,-7.31,-2.0,-5.31,-0.57,1,true,OK,OK,,,,,,,,,,true,HOME,CIN,11.518,abs>=3,non_spread_pick,-4.02,4.02,0.6174,0.3826,HOME,CIN,0.3833,1.5315
2025,REG,12,ATL@NO,ATL,NO,final,true,,,,pass,⚠️ PASS,⚠️ PASS: Edge score did not isolate a playable market,HOME,0.0,4.0,blocked,false,true,team-rating conflict,sharp,team_rating;injury,OVER,0.0,4.0,lean,false,false,,,,research_thin_sample,AWAY,+110 | -120,110,-120,0.4661,0.5339,0.5841,0.4159,0.118,-0.118,0.2266,-0.2375,0.2266,0.118,0.0216,true,true,NFC South,NFC South,AWAY,AWAY,AWAY,AWAY,no_pick,no_pick,no_pick,no_pick,2.22,1.0,1.22,0.86,1,true,OK,OK,,,,,,,,,,true,HOME,NO,0.132,abs<1,non_spread_pick,-1.63,1.63,0.5483,0.4517,HOME,NO,0.0222,-0.0023
2025,REG,12,CLE@LV,CLE,LV,final,true,,,,pass,⚠️ PASS,⚠️ PASS: Edge score did not isolate a playable market,HOME,0.0,3.0,blocked,false,true,team-rating conflict,sharp,team_rating,UNDER,3.0,4.0,lean,false,false,,sharp,,research_thin_sample,AWAY,+175 | -200,175,-200,0.3529,0.6471,0.5919,0.4081,0.239,-0.239,0.6277,-0.3879,0.6277,0.239,0.0303,false,true,AFC North,AFC West,AWAY,HOME,AWAY,NEUTRAL,no_pick,no_pick,no_pick,no_pick,0.98,-1.0,1.98,-0.06,1,true,OK,OK,,,,,,,,,,true,HOME,LV,0.718,abs<1,non_spread_pick,-3.72,3.72,0.6089,0.3911,HOME,LV,0.0155,-0.0153
2025,REG,12,PHI@DAL,PHI,DAL,final,true,,,,pass,⚠️ PASS,⚠️ PASS: Edge score did not isolate a playable market,HOME,1.0,4.0,lean,false,false,,sharp;injury,,UNDER,0.0,4.0,lean,false,false,,,,research_thin_sample,AWAY,-168 | +155,-168,155,0.6152,0.3848,0.796,0.204,0.1808,-0.1808,0.2698,-0.4798,0.2698,0.1808,0.019,true,true,NFC East,NFC East,AWAY,AWAY,AWAY,NEUTRAL,no_pick,no_pick,no_pick,no_pick,14.24,4.0,10.24,0.16,1,true,OK,OK,,,,,,,,,,true,AWAY,PHI,0.285,abs<1,non_spread_pick,3.28,-3.28,0.4035,0.5965,AWAY,PHI,0.0031,-0.0353
2025,REG,12,PIT@CHI,PIT,CHI,final,true,,,,pass,⚠️ PASS,⚠️ PASS: Edge score did not isolate a playable market,HOME,0.0,4.0,blocked,false,true,team-rating conflict,sharp,team_rating;injury,UNDER,1.0,4.0,lean,false,false,,sharp,,research_thin_sample,AWAY,+132 | -144,132,-144,0.4221,0.5779,0.6712,0.3288,0.2491,-0.2491,0.5572,-0.4429,0.5572,0.2491,0.0212,false,false,AFC North,NFC North,AWAY,NEUTRAL,AWAY,NEUTRAL,no_pick,no_pick,no_pick,no_pick,4.24,0.0,4.24,-0.24,1,true,OK,OK,,,,,,,,,,true,AWAY,PIT,3.391,abs>=3,non_spread_pick,0.39,-0.39,0.4884,0.5116,AWAY,PIT,0.0946,0.1766
2025,REG,12,NYJ@BAL,NYJ,BAL,final,true,,,,pass,⚠️ PASS,⚠️ PASS: Edge score did not isolate a playable market,HOME,0.0,4.0,blocked,false,true,sharp spread edge required;team-rating conflict,,team_rating,UNDER,1.0,4.0,lean,false,false,,sharp,,research_thin_sample,AWAY,+750 | -900,750,-900,0.1156,0.8844,0.452,0.548,0.3364,-0.3364,2.842,-0.3911,2.842,0.3364,0.0176,false,true,AFC East,AFC North,,HOME,,,no_pick,no_pick,no_pick,no_pick,,-6.0,,,0,true,OK,OK,,,,,,,,,,true,AWAY,NYJ,7.165,abs>=3,non_spread_pick,-6.84,6.84,0.6943,0.3057,AWAY,NYJ,0.1819,1.3688
2025,REG,12,NYG@DET,NYG,DET,final,true,,,,pass,⚠️ PASS,⚠️ PASS: Edge score did not isolate a playable market,HOME,2.0,4.0,lean,false,false,,sharp;team_rating,,OVER,1.0,4.0,lean,false,false,,sharp,,research_thin_sample,AWAY,+460 | -520,460,-520,0.1755,0.8245,0.7106,0.2894,0.535,-0.535,2.9791,-0.6549,2.9791,0.535,0.0173,false,true,NFC East,NFC North,AWAY,HOME,AWAY,AWAY,no_pick,no_pick,no_pick,no_pick,7.6,-5.0,12.6,0.55,1,true,OK,OK,,,,,,,,,,true,AWAY,NYG,4.785,abs>=3,non_spread_pick,-9.21,9.21,0.7534,0.2466,AWAY,NYG,0.1228,0.9115
2025,REG,12,TB@LAR,TB,LAR,final,true,,,,pass,⚠️ PASS,⚠️ PASS: Edge score did not isolate a playable market,AWAY,0.0,5.0,blocked,false,true,sharp spread edge required,injury,,UNDER,2.0,4.0,lean,false,false,,ref_weather_context,,research_thin_sample,AWAY,+265 | -305,265,-305,0.2668,0.7332,0.4008,0.5992,0.1341,-0.1341,0.4631,-0.2044,0.4631,0.1341,0.0271,false,true,NFC South,NFC West,HOME,NEUTRAL,HOME,HOME,no_pick,no_pick,no_pick,no_pick,-3.48,0.0,-3.48,-0.79,1,true,OK,OK,,,,,,,,,,true,AWAY,TB,7.497,abs>=3,non_spread_pick,0.5,-0.5,0.4853,0.5147,AWAY,TB,0.2719,1.0332
2025,REG,12,CAR@SF,CAR,SF,final,true,,,,pass,⚠️ PASS,"⚠️ PASS: Mixed signals, no clear edge identified",,,,blocked,false,true,candidate unavailable,,,,,,blocked,false,true,candidate unavailable,,,research_thin_sample,HOME,+275 | -340,275,-340,0.2566,0.7434,0.2042,0.7958,-0.0523,0.0523,-0.2341,0.0298,0.0298,0.0523,0.0394,false,true,NFC South,NFC West,HOME,HOME,HOME,NEUTRAL,no_pick,no_pick,no_pick,no_pick,-14.55,-4.0,-10.55,-0.15,1,true,OK,OK,,,,,,,,,,true,AWAY,CAR,1.372,abs1_to_2,non_spread_pick,-6.13,6.13,0.6757,0.3243,AWAY,CAR,0.0902,0.3297
2025,REG,12,MIN@GB,MIN,GB,final,true,,,,pass,⚠️ PASS,"⚠️ PASS: Mixed signals, no clear edge identified",,,,blocked,false,true,candidate unavailable,,,,,,blocked,false,true,candidate unavailable,,,research_thin_sample,AWAY,+240 | -285,240,-285,0.2843,0.7157,0.517,0.483,0.2327,-0.2327,0.7578,-0.3475,0.7578,0.2327,0.0344,true,true,NFC North,NFC North,,HOME,,,no_pick,no_pick,no_pick,no_pick,,-1.0,,,0,true,OK,OK,,,,,,,,,,true,AWAY,MIN,3.681,abs>=3,non_spread_pick,-2.82,2.82,0.583,0.417,AWAY,MIN,0.1306,0.397
2025,REG,13,SF@CLE,SF,CLE,final,true,total,UNDER,4.0,play,🎯 TARGETED PLAY,🎯 TARGETED PLAY: UNDER 35.5,AWAY,1.0,4.0,lean,false,false,,sharp,,UNDER,4.0,4.0,playable,true,false,,sharp;ref_weather_context,,research_thin_sample,AWAY,-250 | +220,-250,220,0.6957,0.3043,0.803,0.197,0.1073,-0.1073,0.1242,-0.3696,0.1242,0.1073,0.0268,false,false,NFC West,AFC North,AWAY,AWAY,AWAY,NEUTRAL,non_side_pick,non_side_pick,non_side_pick,non_side_pick,15.04,5.0,10.04,0.12,1,true,OK,OK,26.0,8.0,AWAY,18.0,34.0,win,1.5,35.5,nflverse,true,HOME,CLE,3.322,abs>=3,non_spread_pick,2.18,-2.18,0.4357,0.5643,HOME,CLE,0.1211,0.3288
2025,REG,13,HOU@IND,HOU,IND,final,true,spread,AWAY,3.0,play,📊 LEAN,👀 LEAN: Houston Texans +3 (proceed with caution),AWAY,3.0,3.0,playable,true,false,,sharp,,UNDER,-1.0,4.0,lean,false,false,,sharp,ref_weather_context,research_thin_sample,AWAY,+143 | -160,143,-160,0.4007,0.5993,0.7578,0.2422,0.3571,-0.3571,0.8415,-0.6064,0.8415,0.3571,0.0269,true,true,AFC South,AFC South,AWAY,AWAY,AWAY,AWAY,aligned,aligned,aligned,aligned,5.76,2.0,3.76,1.32,2,true,OK,OK,20.0,16.0,AWAY,4.0,36.0,win,7.0,3.0,nflverse,true,AWAY,HOU,1.519,abs1_to_2,aligned,-1.48,1.48,0.5438,0.4562,AWAY,HOU,0.06,0.1039
2025,REG,13,BUF@PIT,BUF,PIT,final,true,,,,pass,⚠️ PASS,⚠️ PASS: Edge score did not isolate a playable market,HOME,3.0,4.0,lean,false,false,,sharp;team_rating;injury,,UNDER,0.0,4.0,lean,false,false,,,,research_thin_sample,HOME,-166 | +145,-166,145,0.6046,0.3954,0.3698,0.6302,-0.2348,0.2348,-0.4074,0.544,0.544,0.2348,0.0322,false,true,AFC East,AFC North,HOME,AWAY,HOME,NEUTRAL,no_pick,no_pick,no_pick,no_pick,-4.14,3.0,-7.14,0.24,1,true,OK,OK,,,,,,,,,,true,HOME,PIT,1.832,abs1_to_2,non_spread_pick,1.17,-1.17,0.4654,0.5346,HOME,PIT,0.065,0.117
2025,REG,13,ARI@TB,ARI,TB,final,true,,,,pass,⚠️ PASS,⚠️ PASS: Edge score did not isolate a playable market,HOME,0.0,4.0,blocked,false,true,team-rating conflict,sharp,team_rating;injury,OVER,0.0,4.0,lean,false,false,,,,research_thin_sample,AWAY,+164 | -170,164,-170,0.3756,0.6244,0.467,0.533,0.0914,-0.0914,0.2329,-0.1535,0.2329,0.0914,0.0084,false,true,NFC West,NFC South,,HOME,,,no_pick,no_pick,no_pick,no_pick,,-1.0,,,0,true,OK,OK,,,,,,,,,,true,AWAY,ARI,1.445,abs1_to_2,non_spread_pick,-3.05,3.05,0.5898,0.4102,AWAY,ARI,0.0471,0.0828
2025,REG,13,DEN@WAS,DEN,WAS,final,true,,,,pass,⚠️ PASS,⚠️ PASS: Edge score did not isolate a playable market,AWAY,0.0,4.0,blocked,false,true,no sharp spread side;sharp spread edge required,team_rating,injury,UNDER,0.0,4.0,lean,false,false,,,,research_thin_sample,HOME,-280 | +250,-280,250,0.7206,0.2794,0.5,0.5,-0.2206,0.2206,-0.3214,0.75,0.75,0.2206,0.0226,false,false,AFC West,NFC East,,NEUTRAL,,,no_pick,no_pick,no_pick,no_pick,,0.0,,,0,true,OK,OK,,,,,,,,,,true,HOME,WAS,6.633,abs>=3,non_spread_pick,-0.13,0.13,0.5039,0.4961,HOME,WAS,0.2297,0.7638
